origin,destination,fast_product_quantity,normal_product_quantity
node_12_A,node_19_C,0,31
node_12_A,node_19_A,30,111
node_12_A,node_20_B,378,2311
node_12_A,node_20_C,196,1957
node_12_A,node_20_A,92,1397
node_12_A,node_21_B,62,328
node_12_A,node_21_C,81,515
node_12_A,node_21_A,62,308
node_12_A,node_22_B,46,1017
node_12_A,node_22_C,47,1414
node_12_A,node_22_A,176,3363
node_12_A,node_23_B,45,906
node_12_A,node_23_C,140,2661
node_12_A,node_23_A,266,3725
node_12_A,node_24_B,3,9
node_12_A,node_24_C,2,3
node_12_A,node_24_A,12,11
node_12_A,node_25_B,80,230
node_12_A,node_25_C,47,75
node_12_A,node_25_A,96,97
node_12_A,node_26_B,33,552
node_12_A,node_26_C,96,1445
node_12_A,node_26_A,128,1121
node_12_A,node_27_B,388,6046
node_12_A,node_27_C,263,5545
node_12_A,node_27_A,332,3175
node_13_B,node_01_B,23,120
node_13_B,node_01_C,17,107
node_13_B,node_01_A,21,112
node_13_B,node_02_B,45,241
node_13_B,node_02_C,34,467
node_13_B,node_02_A,23,109
node_13_B,node_03_B,6,36
node_13_B,node_03_C,9,34
node_13_B,node_03_A,10,40
node_13_B,node_04_B,240,2167
node_13_B,node_04_C,43,366
node_13_B,node_04_A,76,971
node_13_B,node_05_B,29,166
node_13_B,node_05_C,8,43
node_13_B,node_06_B,9,89
node_13_B,node_06_C,2,21
node_13_B,node_06_A,11,39
node_13_B,node_07_B,49,139
node_13_B,node_07_C,27,74
node_13_B,node_08_B,100,931
node_13_B,node_08_C,13,222
node_13_B,node_08_A,34,104
node_13_B,node_09_B,37,254
node_13_B,node_09_C,17,190
node_13_B,node_09_A,23,171
node_13_B,node_10_B,115,118
node_13_B,node_10_C,56,100
node_13_B,node_10_A,119,102
node_13_B,node_11_B,12,83
node_13_B,node_11_C,14,93
node_13_B,node_11_A,16,173
node_13_B,node_12_B,13,138
node_13_B,node_12_C,13,90
node_13_B,node_12_A,24,87
node_13_B,node_14_B,175,902
node_13_B,node_14_C,38,237
node_13_B,node_14_A,33,141
node_13_B,node_15_B,21,76
node_13_B,node_15_C,18,52
node_13_B,node_15_A,21,18
node_13_B,node_16_B,203,325
node_13_B,node_16_C,107,127
node_13_B,node_16_A,273,270
node_13_B,node_17_B,44,132
node_13_B,node_17_C,30,118
node_13_B,node_17_A,10,47
node_13_B,node_18_B,1,16
node_13_B,node_18_C,1,10
node_13_B,node_18_A,8,32
node_13_B,node_19_B,0,3
node_13_B,node_19_C,0,0
node_13_B,node_19_A,12,7
node_13_B,node_20_B,154,443
node_13_B,node_20_C,70,390
node_13_B,node_20_A,20,131
node_13_B,node_21_B,11,25
node_13_B,node_21_C,19,29
node_13_B,node_21_A,9,36
node_13_B,node_22_B,5,43
node_13_B,node_22_C,12,59
node_13_B,node_22_A,26,156
node_13_B,node_23_B,10,50
node_13_B,node_23_C,21,147
node_13_B,node_23_A,49,244
node_13_B,node_24_A,2,0
node_13_B,node_25_B,17,6
node_13_B,node_25_C,14,3
node_13_B,node_25_A,14,1
node_13_B,node_26_B,6,35
node_13_B,node_26_C,14,56
node_13_B,node_26_A,12,67
node_13_B,node_27_B,111,2173
node_13_B,node_27_C,85,1045
node_13_B,node_27_A,77,535
node_13_C,node_01_B,11,72
node_13_C,node_01_C,8,54
node_13_C,node_01_A,9,56
node_13_C,node_02_B,17,133
node_13_C,node_02_C,12,272
node_13_C,node_02_A,9,84
node_13_C,node_03_B,5,47
node_13_C,node_03_C,4,39
node_13_C,node_03_A,7,13
node_13_C,node_04_B,111,1457
node_13_C,node_04_C,14,215
node_13_C,node_04_A,33,642
node_13_C,node_05_B,14,98
node_13_C,node_05_C,6,31
node_13_C,node_06_B,5,45
node_13_C,node_06_C,2,10
node_13_C,node_06_A,4,28
node_13_C,node_07_B,17,70
node_13_C,node_07_C,17,62
node_13_C,node_08_B,67,610
node_13_C,node_08_C,7,166
node_13_C,node_08_A,17,79
node_13_C,node_09_B,18,251
node_13_C,node_09_C,9,200
node_13_C,node_09_A,13,146
node_13_C,node_10_B,103,84
node_13_C,node_10_C,77,55
node_13_C,node_10_A,113,82
node_13_C,node_11_B,8,80
node_13_C,node_11_C,10,99
node_13_C,node_11_A,10,118
node_13_C,node_12_B,6,127
node_13_C,node_12_C,8,64
node_13_C,node_12_A,11,59
node_13_C,node_14_B,94,478
node_13_C,node_14_C,23,124
node_13_C,node_14_A,18,59
node_13_C,node_15_B,14,62
node_13_C,node_15_C,14,39
node_13_C,node_15_A,10,19
node_13_C,node_16_B,148,161
node_13_C,node_16_C,64,73
node_13_C,node_16_A,153,115
node_13_C,node_17_B,47,90
node_13_C,node_17_C,29,104
node_13_C,node_17_A,8,22
node_13_C,node_18_B,1,14
node_13_C,node_18_C,0,4
node_13_C,node_18_A,3,31
node_13_C,node_19_B,0,0
node_13_C,node_19_C,0,0
node_13_C,node_19_A,4,2
node_13_C,node_20_B,68,257
node_13_C,node_20_C,44,233
node_13_C,node_20_A,19,86
node_13_C,node_21_B,19,27
node_13_C,node_21_C,10,22
node_13_C,node_21_A,6,14
node_13_C,node_22_B,5,47
node_13_C,node_22_C,7,49
node_13_C,node_22_A,12,120
node_13_C,node_23_B,5,41
node_13_C,node_23_C,9,78
node_13_C,node_23_A,19,154
node_13_C,node_24_A,1,0
node_13_C,node_25_B,11,4
node_13_C,node_25_C,5,1
node_13_C,node_25_A,10,0
node_13_C,node_26_B,3,20
node_13_C,node_26_C,7,44
node_13_C,node_26_A,12,23
node_13_C,node_27_B,61,1270
node_13_C,node_27_C,38,667
node_13_C,node_27_A,48,273
node_13_A,node_01_B,47,248
node_13_A,node_01_C,40,257
node_13_A,node_01_A,42,253
node_13_A,node_02_B,71,571
node_13_A,node_02_C,71,938
node_13_A,node_02_A,50,271
node_13_A,node_03_B,11,148
node_13_A,node_03_C,15,162
node_13_A,node_03_A,18,95
node_13_A,node_04_B,477,4815
node_13_A,node_04_C,88,770
node_13_A,node_04_A,195,1829
node_13_A,node_05_B,71,751
node_13_A,node_05_C,12,233
node_13_A,node_06_B,23,393
node_13_A,node_06_C,2,86
node_13_A,node_06_A,17,166
node_13_A,node_07_B,115,376
node_13_A,node_07_C,61,281
node_13_A,node_08_B,201,1800
node_13_A,node_08_C,41,478
node_13_A,node_08_A,76,205
node_13_A,node_09_B,45,721
node_13_A,node_09_C,27,489
node_13_A,node_09_A,61,372
node_13_A,node_10_B,302,524
node_13_A,node_10_C,197,334
node_13_A,node_10_A,358,409
node_13_A,node_11_B,22,314
node_13_A,node_11_C,25,391
node_13_A,node_11_A,83,445
node_13_A,node_12_B,29,473
node_13_A,node_12_C,26,354
node_13_A,node_12_A,63,277
node_13_A,node_14_B,415,1833
node_13_A,node_14_C,102,476
node_13_A,node_14_A,97,322
node_13_A,node_15_B,44,197
node_13_A,node_15_C,54,170
node_13_A,node_15_A,34,60
node_13_A,node_16_B,431,745
node_13_A,node_16_C,194,398
node_13_A,node_16_A,548,796
node_13_A,node_17_B,136,478
node_13_A,node_17_C,93,481
node_13_A,node_17_A,23,97
node_13_A,node_18_B,3,48
node_13_A,node_18_C,4,36
node_13_A,node_18_A,19,87
node_13_A,node_19_B,0,10
node_13_A,node_19_C,2,3
node_13_A,node_19_A,16,18
node_13_A,node_20_B,329,921
node_13_A,node_20_C,110,845
node_13_A,node_20_A,55,395
node_13_A,node_21_B,38,99
node_13_A,node_21_C,27,132
node_13_A,node_21_A,21,83
node_13_A,node_22_B,12,191
node_13_A,node_22_C,12,275
node_13_A,node_22_A,106,503
node_13_A,node_23_B,17,189
node_13_A,node_23_C,23,496
node_13_A,node_23_A,137,701
node_13_A,node_24_B,1,0
node_13_A,node_24_C,0,0
node_13_A,node_24_A,9,0
node_13_A,node_25_B,38,36
node_13_A,node_25_C,26,10
node_13_A,node_25_A,40,7
node_13_A,node_26_B,12,165
node_13_A,node_26_C,21,350
node_13_A,node_26_A,25,174
node_13_A,node_27_B,210,3652
node_13_A,node_27_C,142,1715
node_13_A,node_27_A,206,753
node_14_B,node_01_B,131,20367
node_14_B,node_01_C,176,22254
node_14_B,node_01_A,102,14607
node_14_B,node_02_B,1803,15089
node_14_B,node_02_C,1731,22131
node_14_B,node_02_A,1040,10947
node_14_B,node_03_B,300,4324
node_14_B,node_03_C,407,5280
node_14_B,node_03_A,434,4802
node_14_B,node_04_B,10657,88007
node_14_B,node_04_C,1602,17826
node_14_B,node_04_A,3687,33381
node_14_B,node_05_B,986,14327
node_14_B,node_05_C,240,4037
node_14_B,node_06_B,464,10854
node_14_B,node_06_C,97,2574
node_14_B,node_06_A,346,5137
node_14_B,node_07_B,281,3206
node_14_B,node_07_C,480,5353
node_14_B,node_08_B,2283,31689
node_14_B,node_08_C,449,7362
node_14_B,node_08_A,826,6504
node_14_B,node_09_B,1262,20286
node_14_B,node_09_C,667,14221
node_14_B,node_09_A,989,11702
node_14_B,node_10_B,529,4164
node_14_B,node_10_C,261,2345
node_14_B,node_10_A,566,3718
node_14_B,node_11_B,547,10177
node_14_B,node_11_C,758,11267
node_14_B,node_11_A,1547,17848
node_14_B,node_12_B,801,12994
node_14_B,node_12_C,521,8781
node_14_B,node_12_A,981,8508
node_14_B,node_13_B,333,3553
node_14_B,node_13_C,148,1873
node_14_B,node_13_A,491,5155
node_14_B,node_15_B,849,7070
node_14_B,node_15_C,916,5379
node_14_B,node_15_A,713,2697
node_14_B,node_16_B,1274,10282
node_14_B,node_16_C,433,4791
node_14_B,node_16_A,948,8388
node_14_B,node_17_B,676,4754
node_14_B,node_17_C,607,4804
node_14_B,node_17_A,297,2420
node_14_B,node_18_B,93,1001
node_14_B,node_18_C,66,634
node_14_B,node_18_A,229,2702
node_14_B,node_19_B,59,555
node_14_B,node_19_C,32,338
node_14_B,node_19_A,298,1646
node_14_B,node_20_B,3520,25173
node_14_B,node_20_C,1869,21218
node_14_B,node_20_A,729,9256
node_14_B,node_21_B,466,4053
node_14_B,node_21_C,539,5804
node_14_B,node_21_A,413,3166
node_14_B,node_22_B,321,4838
node_14_B,node_22_C,392,6657
node_14_B,node_22_A,1382,16273
node_14_B,node_23_B,426,6907
node_14_B,node_23_C,1056,18317
node_14_B,node_23_A,2813,26182
node_14_B,node_24_B,36,210
node_14_B,node_24_C,18,128
node_14_B,node_24_A,83,285
node_14_B,node_25_B,785,2149
node_14_B,node_25_C,394,1484
node_14_B,node_25_A,616,1785
node_14_B,node_26_B,271,3418
node_14_B,node_26_C,920,10050
node_14_B,node_26_A,811,7358
node_14_B,node_27_B,325,88596
node_14_B,node_27_C,373,60468
node_14_B,node_27_A,121,43731
node_14_C,node_01_B,46,3762
node_14_C,node_01_C,43,3807
node_14_C,node_01_A,30,2364
node_14_C,node_02_B,286,3218
node_14_C,node_02_C,218,5105
node_14_C,node_02_A,151,2527
node_14_C,node_03_B,57,809
node_14_C,node_03_C,77,810
node_14_C,node_03_A,89,699
node_14_C,node_04_B,1907,20489
node_14_C,node_04_C,319,4296
node_14_C,node_04_A,562,7014
node_14_C,node_05_B,279,3159
node_14_C,node_05_C,35,972
node_14_C,node_06_B,87,1857
node_14_C,node_06_C,23,430
node_14_C,node_06_A,58,948
node_14_C,node_07_B,39,797
node_14_C,node_07_C,82,1300
node_14_C,node_08_B,536,7698
node_14_C,node_08_C,111,2016
node_14_C,node_08_A,198,1121
node_14_C,node_09_B,229,3551
node_14_C,node_09_C,131,2565
node_14_C,node_09_A,321,1750
node_14_C,node_10_B,67,1044
node_14_C,node_10_C,33,679
node_14_C,node_10_A,83,588
node_14_C,node_11_B,144,1519
node_14_C,node_11_C,173,1689
node_14_C,node_11_A,301,2362
node_14_C,node_12_B,148,2735
node_14_C,node_12_C,85,1926
node_14_C,node_12_A,171,1521
node_14_C,node_13_B,65,649
node_14_C,node_13_C,21,409
node_14_C,node_13_A,75,981
node_14_C,node_15_B,125,1187
node_14_C,node_15_C,161,833
node_14_C,node_15_A,155,332
node_14_C,node_16_B,240,1612
node_14_C,node_16_C,84,760
node_14_C,node_16_A,153,1269
node_14_C,node_17_B,104,744
node_14_C,node_17_C,79,775
node_14_C,node_17_A,47,389
node_14_C,node_18_B,13,335
node_14_C,node_18_C,8,157
node_14_C,node_18_A,54,799
node_14_C,node_19_B,11,70
node_14_C,node_19_C,9,40
node_14_C,node_19_A,63,199
node_14_C,node_20_B,718,3823
node_14_C,node_20_C,369,3754
node_14_C,node_20_A,142,1349
node_14_C,node_21_B,83,321
node_14_C,node_21_C,96,587
node_14_C,node_21_A,75,338
node_14_C,node_22_B,59,948
node_14_C,node_22_C,86,1168
node_14_C,node_22_A,304,2365
node_14_C,node_23_B,75,1383
node_14_C,node_23_C,182,3327
node_14_C,node_23_A,417,4532
node_14_C,node_24_B,4,18
node_14_C,node_24_C,2,3
node_14_C,node_24_A,14,16
node_14_C,node_25_B,154,228
node_14_C,node_25_C,70,146
node_14_C,node_25_A,136,153
node_14_C,node_26_B,24,741
node_14_C,node_26_C,77,1983
node_14_C,node_26_A,106,1318
node_14_C,node_27_B,85,19450
node_14_C,node_27_C,51,13890
node_14_C,node_27_A,18,8286
node_14_A,node_01_B,11,6383
node_14_A,node_01_C,5,4506
node_14_A,node_01_A,13,3544
node_14_A,node_02_B,197,2631
node_14_A,node_02_C,160,3797
node_14_A,node_02_A,201,1864
node_14_A,node_03_B,19,496
node_14_A,node_03_C,30,556
node_14_A,node_03_A,56,727
node_14_A,node_04_B,1895,14023
node_14_A,node_04_C,319,2558
node_14_A,node_04_A,625,5766
node_14_A,node_05_B,176,2205
node_14_A,node_05_C,22,555
node_14_A,node_06_B,70,1151
node_14_A,node_06_C,15,238
node_14_A,node_06_A,77,748
node_14_A,node_07_B,23,667
node_14_A,node_07_C,74,1343
node_14_A,node_08_B,279,5356
node_14_A,node_08_C,52,1283
node_14_A,node_08_A,126,904
node_14_A,node_09_B,163,3215
node_14_A,node_09_C,96,1938
node_14_A,node_09_A,121,2145
node_14_A,node_10_B,45,564
node_14_A,node_10_C,22,394
node_14_A,node_10_A,82,605
node_14_A,node_11_B,98,1420
node_14_A,node_11_C,74,1683
node_14_A,node_11_A,263,3157
node_14_A,node_12_B,76,2129
node_14_A,node_12_C,60,1348
node_14_A,node_12_A,257,1431
node_14_A,node_13_B,42,536
node_14_A,node_13_C,15,272
node_14_A,node_13_A,76,658
node_14_A,node_15_B,166,1037
node_14_A,node_15_C,134,802
node_14_A,node_15_A,141,458
node_14_A,node_16_B,179,1323
node_14_A,node_16_C,52,610
node_14_A,node_16_A,154,1051
node_14_A,node_17_B,61,682
node_14_A,node_17_C,55,727
node_14_A,node_17_A,33,460
node_14_A,node_18_B,6,127
node_14_A,node_18_C,3,87
node_14_A,node_18_A,43,482
node_14_A,node_19_B,5,49
node_14_A,node_19_C,2,16
node_14_A,node_19_A,37,160
node_14_A,node_20_B,519,3785
node_14_A,node_20_C,317,3341
node_14_A,node_20_A,7,1470
node_14_A,node_21_B,73,577
node_14_A,node_21_C,78,898
node_14_A,node_21_A,80,803
node_14_A,node_22_B,28,719
node_14_A,node_22_C,37,996
node_14_A,node_22_A,248,2346
node_14_A,node_23_B,41,726
node_14_A,node_23_C,99,1869
node_14_A,node_23_A,390,2994
node_14_A,node_24_B,0,3
node_14_A,node_24_C,4,1
node_14_A,node_24_A,11,4
node_14_A,node_25_B,70,175
node_14_A,node_25_C,43,150
node_14_A,node_25_A,93,138
node_14_A,node_26_B,40,312
node_14_A,node_26_C,116,899
node_14_A,node_26_A,165,883
node_14_A,node_27_B,18,14045
node_14_A,node_27_C,34,10276
node_14_A,node_27_A,5,8300
node_15_B,node_01_B,75,659
node_15_B,node_01_C,77,653
node_15_B,node_01_A,71,510
node_15_B,node_02_B,180,855
node_15_B,node_02_C,183,1495
node_15_B,node_02_A,93,522
node_15_B,node_03_B,17,91
node_15_B,node_03_C,21,120
node_15_B,node_03_A,16,125
node_15_B,node_04_B,1048,9439
node_15_B,node_04_C,141,1016
node_15_B,node_04_A,220,3092
node_15_B,node_05_B,81,503
node_15_B,node_05_C,24,124
node_15_B,node_06_B,49,317
node_15_B,node_06_C,8,85
node_15_B,node_06_A,28,188
node_15_B,node_07_B,15,117
node_15_B,node_07_C,31,202
node_15_B,node_08_B,123,1224
node_15_B,node_08_C,21,409
node_15_B,node_08_A,54,285
node_15_B,node_09_B,57,661
node_15_B,node_09_C,48,562
node_15_B,node_09_A,38,405
node_15_B,node_10_B,16,129
node_15_B,node_10_C,7,47
node_15_B,node_10_A,19,117
node_15_B,node_11_B,93,393
node_15_B,node_11_C,74,474
node_15_B,node_11_A,184,732
node_15_B,node_12_B,123,729
node_15_B,node_12_C,66,379
node_15_B,node_12_A,117,614
node_15_B,node_13_B,12,88
node_15_B,node_13_C,5,55
node_15_B,node_13_A,19,135
node_15_B,node_14_B,500,3404
node_15_B,node_14_C,121,587
node_15_B,node_14_A,66,532
node_15_B,node_16_B,43,366
node_15_B,node_16_C,15,167
node_15_B,node_16_A,27,248
node_15_B,node_17_B,25,139
node_15_B,node_17_C,23,160
node_15_B,node_17_A,11,65
node_15_B,node_18_B,5,27
node_15_B,node_18_C,2,20
node_15_B,node_18_A,7,50
node_15_B,node_19_B,3,12
node_15_B,node_19_C,1,5
node_15_B,node_19_A,14,21
node_15_B,node_20_B,161,772
node_15_B,node_20_C,83,647
node_15_B,node_20_A,29,230
node_15_B,node_21_B,30,83
node_15_B,node_21_C,28,128
node_15_B,node_21_A,17,78
node_15_B,node_22_B,9,111
node_15_B,node_22_C,19,143
node_15_B,node_22_A,62,520
node_15_B,node_23_B,23,154
node_15_B,node_23_C,74,412
node_15_B,node_23_A,105,772
node_15_B,node_24_B,0,0
node_15_B,node_24_C,2,0
node_15_B,node_24_A,5,0
node_15_B,node_25_B,30,22
node_15_B,node_25_C,11,14
node_15_B,node_25_A,30,13
node_15_B,node_26_B,11,91
node_15_B,node_26_C,33,266
node_15_B,node_26_A,34,211
node_15_B,node_27_B,459,4488
node_15_B,node_27_C,372,3626
node_15_B,node_27_A,278,2239
node_15_C,node_01_B,62,1295
node_15_C,node_01_C,52,1195
node_15_C,node_01_A,55,989
node_15_C,node_02_B,139,2791
node_15_C,node_02_C,156,3891
node_15_C,node_02_A,66,1850
node_15_C,node_03_B,82,169
node_15_C,node_03_C,88,192
node_15_C,node_03_A,180,208
node_15_C,node_04_B,1409,36858
node_15_C,node_04_C,153,5283
node_15_C,node_04_A,305,10828
node_15_C,node_05_B,53,1817
node_15_C,node_05_C,18,386
node_15_C,node_06_B,28,844
node_15_C,node_06_C,1,146
node_15_C,node_06_A,14,468
node_15_C,node_07_B,11,453
node_15_C,node_07_C,27,976
node_15_C,node_08_B,89,3637
node_15_C,node_08_C,16,905
node_15_C,node_08_A,39,770
node_15_C,node_09_B,54,2370
node_15_C,node_09_C,34,1554
node_15_C,node_09_A,35,1420
node_15_C,node_10_B,12,171
node_15_C,node_10_C,5,93
node_15_C,node_10_A,23,213
node_15_C,node_11_B,75,1836
node_15_C,node_11_C,60,2045
node_15_C,node_11_A,148,3135
node_15_C,node_12_B,126,2701
node_15_C,node_12_C,69,1639
node_15_C,node_12_A,168,1588
node_15_C,node_13_B,8,254
node_15_C,node_13_C,7,142
node_15_C,node_13_A,14,450
node_15_C,node_14_B,491,8469
node_15_C,node_14_C,110,2227
node_15_C,node_14_A,61,1636
node_15_C,node_16_B,31,677
node_15_C,node_16_C,11,340
node_15_C,node_16_A,33,579
node_15_C,node_17_B,44,171
node_15_C,node_17_C,87,208
node_15_C,node_17_A,48,102
node_15_C,node_18_B,14,53
node_15_C,node_18_C,16,41
node_15_C,node_18_A,43,152
node_15_C,node_19_B,3,11
node_15_C,node_19_C,0,7
node_15_C,node_19_A,20,43
node_15_C,node_20_B,123,2837
node_15_C,node_20_C,59,1955
node_15_C,node_20_A,24,1160
node_15_C,node_21_B,18,276
node_15_C,node_21_C,29,414
node_15_C,node_21_A,15,453
node_15_C,node_22_B,11,344
node_15_C,node_22_C,10,611
node_15_C,node_22_A,52,1486
node_15_C,node_23_B,21,559
node_15_C,node_23_C,40,1371
node_15_C,node_23_A,89,2521
node_15_C,node_24_B,1,6
node_15_C,node_24_C,1,0
node_15_C,node_24_A,6,2
node_15_C,node_25_B,45,102
node_15_C,node_25_C,29,83
node_15_C,node_25_A,54,46
node_15_C,node_26_B,10,253
node_15_C,node_26_C,26,668
node_15_C,node_26_A,27,589
node_15_C,node_27_B,269,8517
node_15_C,node_27_C,206,8679
node_15_C,node_27_A,206,4663
node_15_A,node_01_B,90,538
node_15_A,node_01_C,69,496
node_15_A,node_01_A,80,412
node_15_A,node_02_B,162,826
node_15_A,node_02_C,183,1141
node_15_A,node_02_A,117,534
node_15_A,node_03_B,9,131
node_15_A,node_03_C,19,110
node_15_A,node_03_A,24,172
node_15_A,node_04_B,1052,6753
node_15_A,node_04_C,128,751
node_15_A,node_04_A,242,2034
node_15_A,node_05_B,82,629
node_15_A,node_05_C,23,124
node_15_A,node_06_B,33,365
node_15_A,node_06_C,8,77
node_15_A,node_06_A,38,216
node_15_A,node_07_B,9,124
node_15_A,node_07_C,49,250
node_15_A,node_08_B,110,1284
node_15_A,node_08_C,15,255
node_15_A,node_08_A,48,273
node_15_A,node_09_B,59,573
node_15_A,node_09_C,31,471
node_15_A,node_09_A,43,387
node_15_A,node_10_B,13,143
node_15_A,node_10_C,10,105
node_15_A,node_10_A,34,172
node_15_A,node_11_B,92,380
node_15_A,node_11_C,72,502
node_15_A,node_11_A,232,734
node_15_A,node_12_B,107,566
node_15_A,node_12_C,92,418
node_15_A,node_12_A,190,534
node_15_A,node_13_B,14,131
node_15_A,node_13_C,6,65
node_15_A,node_13_A,29,159
node_15_A,node_14_B,439,2282
node_15_A,node_14_C,107,494
node_15_A,node_14_A,91,536
node_15_A,node_16_B,36,363
node_15_A,node_16_C,16,160
node_15_A,node_16_A,41,283
node_15_A,node_17_B,22,124
node_15_A,node_17_C,21,177
node_15_A,node_17_A,15,89
node_15_A,node_18_B,1,20
node_15_A,node_18_C,4,18
node_15_A,node_18_A,11,69
node_15_A,node_19_B,2,21
node_15_A,node_19_C,0,14
node_15_A,node_19_A,16,59
node_15_A,node_20_B,107,734
node_15_A,node_20_C,61,624
node_15_A,node_20_A,34,266
node_15_A,node_21_B,17,98
node_15_A,node_21_C,30,172
node_15_A,node_21_A,21,102
node_15_A,node_22_B,11,152
node_15_A,node_22_C,14,238
node_15_A,node_22_A,62,523
node_15_A,node_23_B,22,171
node_15_A,node_23_C,55,449
node_15_A,node_23_A,130,797
node_15_A,node_24_B,0,7
node_15_A,node_24_C,1,3
node_15_A,node_24_A,3,7
node_15_A,node_25_B,54,80
node_15_A,node_25_C,19,29
node_15_A,node_25_A,49,42
node_15_A,node_26_B,18,124
node_15_A,node_26_C,38,332
node_15_A,node_26_A,44,232
node_15_A,node_27_B,294,2427
node_15_A,node_27_C,309,2348
node_15_A,node_27_A,216,1335
node_16_B,node_01_B,105,463
node_16_B,node_01_C,85,491
node_16_B,node_01_A,86,385
node_16_B,node_02_B,185,835
node_16_B,node_02_C,152,1590
node_16_B,node_02_A,90,500
node_16_B,node_03_B,29,332
node_16_B,node_03_C,34,292
node_16_B,node_03_A,51,260
node_16_B,node_04_B,1078,7322
node_16_B,node_04_C,164,1143
node_16_B,node_04_A,414,3301
node_16_B,node_05_B,103,614
node_16_B,node_05_C,26,195
node_16_B,node_06_B,43,393
node_16_B,node_06_C,8,102
node_16_B,node_06_A,39,215
node_16_B,node_07_B,98,329
node_16_B,node_07_C,79,327
node_16_B,node_08_B,562,6718
node_16_B,node_08_C,91,1523
node_16_B,node_08_A,155,649
node_16_B,node_09_B,138,1718
node_16_B,node_09_C,82,1102
node_16_B,node_09_A,105,1002
node_16_B,node_10_B,439,835
node_16_B,node_10_C,239,511
node_16_B,node_10_A,398,619
node_16_B,node_11_B,67,433
node_16_B,node_11_C,61,495
node_16_B,node_11_A,166,748
node_16_B,node_12_B,72,633
node_16_B,node_12_C,48,378
node_16_B,node_12_A,105,411
node_16_B,node_13_B,268,993
node_16_B,node_13_C,138,614
node_16_B,node_13_A,310,1048
node_16_B,node_14_B,1005,3538
node_16_B,node_14_C,234,913
node_16_B,node_14_A,189,609
node_16_B,node_15_B,73,284
node_16_B,node_15_C,63,210
node_16_B,node_15_A,58,101
node_16_B,node_17_B,218,767
node_16_B,node_17_C,151,724
node_16_B,node_17_A,50,222
node_16_B,node_18_B,7,149
node_16_B,node_18_C,7,63
node_16_B,node_18_A,27,246
node_16_B,node_19_B,7,25
node_16_B,node_19_C,1,19
node_16_B,node_19_A,37,52
node_16_B,node_20_B,789,2070
node_16_B,node_20_C,365,1655
node_16_B,node_20_A,129,898
node_16_B,node_21_B,93,155
node_16_B,node_21_C,74,187
node_16_B,node_21_A,71,160
node_16_B,node_22_B,41,327
node_16_B,node_22_C,36,401
node_16_B,node_22_A,157,1042
node_16_B,node_23_B,38,270
node_16_B,node_23_C,78,693
node_16_B,node_23_A,243,1183
node_16_B,node_24_B,6,0
node_16_B,node_24_C,4,0
node_16_B,node_24_A,19,0
node_16_B,node_25_B,108,64
node_16_B,node_25_C,75,18
node_16_B,node_25_A,97,18
node_16_B,node_26_B,24,189
node_16_B,node_26_C,52,425
node_16_B,node_26_A,59,352
node_16_B,node_27_B,487,7307
node_16_B,node_27_C,345,3812
node_16_B,node_27_A,355,1939
node_16_C,node_01_B,49,222
node_16_C,node_01_C,34,223
node_16_C,node_01_A,46,189
node_16_C,node_02_B,66,327
node_16_C,node_02_C,55,693
node_16_C,node_02_A,36,201
node_16_C,node_03_B,22,93
node_16_C,node_03_C,20,99
node_16_C,node_03_A,21,102
node_16_C,node_04_B,423,3180
node_16_C,node_04_C,63,392
node_16_C,node_04_A,197,1596
node_16_C,node_05_B,53,231
node_16_C,node_05_C,14,47
node_16_C,node_06_B,23,122
node_16_C,node_06_C,6,31
node_16_C,node_06_A,24,106
node_16_C,node_07_B,61,123
node_16_C,node_07_C,38,101
node_16_C,node_08_B,332,2560
node_16_C,node_08_C,51,726
node_16_C,node_08_A,81,274
node_16_C,node_09_B,74,1073
node_16_C,node_09_C,49,741
node_16_C,node_09_A,55,444
node_16_C,node_10_B,172,418
node_16_C,node_10_C,94,255
node_16_C,node_10_A,130,319
node_16_C,node_11_B,29,150
node_16_C,node_11_C,26,182
node_16_C,node_11_A,84,270
node_16_C,node_12_B,37,241
node_16_C,node_12_C,14,131
node_16_C,node_12_A,45,153
node_16_C,node_13_B,107,388
node_16_C,node_13_C,67,307
node_16_C,node_13_A,128,519
node_16_C,node_14_B,376,1493
node_16_C,node_14_C,99,349
node_16_C,node_14_A,59,182
node_16_C,node_15_B,28,134
node_16_C,node_15_C,30,85
node_16_C,node_15_A,22,42
node_16_C,node_17_B,114,371
node_16_C,node_17_C,110,418
node_16_C,node_17_A,22,98
node_16_C,node_18_B,5,43
node_16_C,node_18_C,3,22
node_16_C,node_18_A,20,70
node_16_C,node_19_B,3,10
node_16_C,node_19_C,0,2
node_16_C,node_19_A,14,36
node_16_C,node_20_B,275,775
node_16_C,node_20_C,134,750
node_16_C,node_20_A,50,424
node_16_C,node_21_B,44,102
node_16_C,node_21_C,43,94
node_16_C,node_21_A,26,80
node_16_C,node_22_B,26,95
node_16_C,node_22_C,19,84
node_16_C,node_22_A,88,313
node_16_C,node_23_B,14,76
node_16_C,node_23_C,57,236
node_16_C,node_23_A,137,445
node_16_C,node_24_B,0,0
node_16_C,node_24_C,0,0
node_16_C,node_24_A,7,1
node_16_C,node_25_B,51,24
node_16_C,node_25_C,46,4
node_16_C,node_25_A,43,7
node_16_C,node_26_B,19,48
node_16_C,node_26_C,34,152
node_16_C,node_26_A,33,115
node_16_C,node_27_B,191,3675
